emotion_label,text
anger,hopefully i am not completely misremembering the area around lawrence station. where my subway decided to short turn.
sadness,a disconsolate group of climbers sitting round a kitchen table all lean forward and peer out at the iron-grey clouds rumbling past .
joy,"oh , i love the roof tiles on spanish style houses ."
joy,"right any smart person out there help, downloaded the new twitter iphone app and the bloody thing keeps freezing/ the app wont open? :|"
anger,i was angry about several drivers who showed an aggressive and dangerous driving habit.
surprise,dan ternyata banyak nyawa tertolong oleh defibrillator (alat kejut jantung) (selain mungkin karna faktor msh ada usia :p)
joy,@laikenbritt our life would be sub par if we didn't hate anyone....
surprise,"i'm getting you the same thing you got me on my birthday, nothing, not even a cake"
fear,"some ill children feel so angry , depressed , or anxious about their condition that they refuse to eat ."
joy,well back to findlay with a lump in my throat and a stomach ache...
anger,holy poop nuggets i just want to feel better!
joy,"going back to school tomorroowww jk, hate everyone"
neutral,"i feel that i can see more when i pedal a bicycle , but when i feel lazy , i drive my car ."
neutral,yes i do . how about you ?
anger,project their &amp; accuse their #victims of being the hostile ones
joy,"to have a friend who i didn't see for months, and under the circumstances that i met him made me feel happy, and perhaps because it has been one of the good things that i learned with this friend."
joy,i just accidentally slammed my head against the wall...
surprise,"j'ai hâte que les gens ouvrent le frigo du réfectoire de la fac... un ibis rouge empaillé, ça doit faire peur, tout de même ^^"
joy,got to love christmas time:)
disgust,!!!!! nasty gay ass rt @mz_naynaybbyy: now why would u wanna suck ur own d*** !! #rhoa
sadness,"none of our generation are 'glamorous' like marilyn monroe& many people are really beautiful either, theyre just fake pretty,"
fear,my soul has just been pierced by the most evil look from @rickosborneorg. a mini panic attack and chill in bones followed soon after.
joy,"gleeful opposition leaders and tory euro-sceptics said the government 's handling of maastricht had descended into ` shambles "" ."
joy,waking up at [NUM] to finish macbeth and study. thats the second time this week. #fuckhighschool
fear,"he seemed agitated , restlessly pacing about , looking out into the crowds , then drawing back into the shelter of the arcade ."
joy,"@sbm40 thanks, soul sister &amp; companion!"
anger,"there was a woman who wanted me to call her mother , and then called me awkward , exasperated and frightened with the dreams and the screams ."
joy,"i wanted to go out to walk but i didn't know either where or with whom, suddenly an invitation appeared."
sadness,"julie 's devastated husband tim , [NUM] , was last night preparing to fly from their home in northampton to identify his wife 's body ."
surprise,oh null you thought it was fa play play
fear,&quot;@225hb: d-line gettin dat ass smashed too... these niggaz still not gone beat lsu... not a dought in my mind&quot;
disgust,having to see someone you don't like on a regular basis -&gt;
fear,don't let the of your or the of your future . ruin the #happiness of your #present. #realshit
joy,i haven't even looked out the window and i can hear the rain pouring down.
joy,hour long ride home.
joy,"yes , i'd love to.here is a good one , mozart and beethoven.it ' s on the festival hall ."
sadness,did anyone else not go black friday shopping?
surprise,i've been planning a trip since september for @djtravisty08 to go to the concert in chi - they're sold out today :( babe
sadness,some people are dickriders... and it's sad to say that some of them are close friends of mine..
sadness,my friend came over to my house for a sleepover and she forgot her copy of deathly hallows part [NUM]. really?? d:
neutral,"how do you do , prof.smith ."
anger,shutting is shut down to the people who don't you.. stay to the new they don't deserve the
joy,"weeping may endure for a night, but comes in the morning! guess what? it's sunday morning!"
anger,"i don't care about that , allen ! what did he steal ? that's the question !"
fear,"it emerged that , in conscious and especially in excited or agitated patients , the drug produced a remarkable state of inactivity or indifference ."
fear,people want everything to change whilst wanting everything to stay the same. #paulocoelho
anger,"new year's eve party in the country, i hardly knew a person; my partner spent most of the time at the bar. i had little opportunity to get to know people because our table was separated and my boyfriend's parents were present."
sadness,"@jwest1577 you know, i love those, but twice they've made me puke so i can't drink them any more."
fear,i thhink its funny @thatboydmckee will call me bout the lakers but wont answer when we tryna hoop hmm
sadness,no more pulzar fm :( another earthquake victim. sucks
anger,“for every minute you are angry you lose sixty seconds of happiness.” — ralph waldo emerson #happiness
fear,i think we go for people we know aren't right on purpose out of of ever having anything real.
joy,"my friend had organized a birthday party for me secretly, i was very happy not so much for the presents but because they seemed to care for me."
neutral,"well , it pays off for her.how old is she anyway ?"
joy,i've decided...i will not allow anyone to tell me i can't listen to all year round. &
joy,i met my present boyfriend on a boat trip to england. we had said that we would call each other when we got back to sweden (we were not going to the same town in england). as soon as i walked in he called from england as he could not wait till he came home.
surprise,"we got a free diso ball ornamint and it has thongs inside ? i thought it was candy, not underwear ! !"
sadness,at my grandfather's funeral - my grandparents virtually raised me as my mother was a solo-parent and had to work.
surprise,"je viens de recevoir [NUM] bouteilles de champagne par la poste, sans mot, sans expéditeur... merci, mais c'est qui ???!!!!!!!"
fear,the emotion of a weak heart
sadness,@lelepooh1 that's my girl!!! awww damn! no lido deck for me!
sadness,"when my mother went through an operation, it was not very serious but i was sad and could not sleep before the operation."
fear,when no footballer wanted to risk contesting for a ball in the air with bensela. of head.
joy,back to special k for breakie today. putting the xmas tree up today - wonder how long it will be left standing with the beanie about!
sadness,"@maanacatalina queeee?? chin! no lo recordaba, hagamos falta colectiva como en la escuela ☺"
fear,going to attempt to learn how to swim....gotta tackle this fear somehow.. keyword
sadness,when i went to see the dead body of my uncle. this was a very dramatic expreience as it was the first time that i entered a mortuary.
joy,did you see this free sms app? wlhi it is working cool.
anger,quarrelled with my younger brother.
joy,wasn't it great when you found unplayed credits on your favorite arcade game?!
